"","Parches","Result"
"6174","R6174",0
"6175","R6175",0
"6176","R6176",0
"6177","R6177",0
"6178","R6178",0
"6179","R6179",0
"6180","R6180",0
"6181","R6181",0
"6182","R6182",0
"6183","R6183",0
"6184","R6184",0
"6185","R6185",0
"6186","R6186",0
"6187","R6187",0
"6188","R6188",0
"6189","R6189",0
"6190","R6190",0
"6191","R6191",0
"6192","R6192",0
"6193","R6193",0
"6194","R6194",0
"6195","R6195",0
"6196","R6196",0
"6197","R6197",0
"6198","R6198",0
"6199","R6199",0
"6200","R6200",0
"6201","R6201",0
"6202","R6202",0
"6203","R6203",0
"6204","R6204",0
"6205","R6205",0
"6206","R6206",0
"6207","R6207",0
"6208","R6208",0
"6209","R6209",0
"6210","R6210",0
"6211","R6211",0
"6212","R6212",0
"6213","R6213",0
"6214","R6214",0
"6215","R6215",0
"6216","R6216",0
"6217","R6217",0
"6218","R6218",0
"6219","R6219",0
"6220","R6220",0
"6221","R6221",0
"6222","R6222",0
"6223","R6223",0
"6224","R6224",0
"6225","R6225",0
"6226","R6226",0
"6227","R6227",0
"6228","R6228",0
"6229","R6229",0
"6230","R6230",0
"6231","R6231",0
"6232","R6232",0
"6233","R6233",0
"6234","R6234",0
"6235","R6235",0
"6236","R6236",0
"6237","R6237",0
"6238","R6238",0
"6239","R6239",0
"6240","R6240",0
"6241","R6241",0
"6242","R6242",0
"6243","R6243",0
"6244","R6244",0
"6245","R6245",0
"6246","R6246",0
"6247","R6247",0
"6248","R6248",0
"6249","R6249",0
"6250","R6250",0
"6251","R6251",0
"6252","R6252",0
"6253","R6253",0
"6254","R6254",0
"6255","R6255",0
"6256","R6256",0
"6257","R6257",0
"6258","R6258",0
"6259","R6259",0
"6260","R6260",0
"6261","R6261",0
"6262","R6262",0
"6263","R6263",0
"6264","R6264",0
"6265","R6265",0
"6266","R6266",0
"6267","R6267",0
"6268","R6268",0
"6269","R6269",0
"6270","R6270",0
"6271","R6271",0
"6272","R6272",0
"6273","R6273",0
"6274","R6274",0
"6275","R6275",0
"6276","R6276",0
"6277","R6277",0
"6278","R6278",0
"6279","R6279",0
"6280","R6280",0
"6281","R6281",0
"6282","R6282",0
"6283","R6283",0
"6284","R6284",0
"6285","R6285",0
"6286","R6286",0
"6287","R6287",0
"6288","R6288",0
"6289","R6289",0
"6290","R6290",0
"6291","R6291",0
"6292","R6292",0
"6293","R6293",0
"6294","R6294",0
"6295","R6295",0
"6296","R6296",0
"6297","R6297",0
"6298","R6298",0
"6299","R6299",0
"6300","R6300",0
"6301","R6301",0
"6302","R6302",0
"6303","R6303",0
"6304","R6304",0
"6305","R6305",0
"6306","R6306",0
"6307","R6307",0
"6308","R6308",0
"6309","R6309",0
"6310","R6310",0
"6311","R6311",0
"6312","R6312",0
"6313","R6313",0
"6314","R6314",0
"6315","R6315",0
"6316","R6316",0
"6317","R6317",0
"6318","R6318",0
"6319","R6319",0
"6320","R6320",0
"6321","R6321",0
"6322","R6322",0
"6323","R6323",0
"6324","R6324",0
"6325","R6325",0
"6326","R6326",0
"6327","R6327",0
"6328","R6328",0
"6329","R6329",0
"6330","R6330",0
"6331","R6331",0
"6332","R6332",0
"6333","R6333",0
"6334","R6334",0
"6335","R6335",0
"6336","R6336",0
"6337","R6337",0
"6338","R6338",0
"6339","R6339",0
"6340","R6340",0
"6341","R6341",0
"6342","R6342",0
"6343","R6343",0
"6344","R6344",0
"6345","R6345",0
"6346","R6346",0
"6347","R6347",0
"6348","R6348",0
"6349","R6349",0
"6350","R6350",0
"6351","R6351",0
"6352","R6352",0
"6353","R6353",0
"6354","R6354",0
"6355","R6355",0
"6356","R6356",0
"6357","R6357",0
"6358","R6358",0
"6359","R6359",0
"6360","R6360",0
"6361","R6361",0
"6362","R6362",0
"6363","R6363",0
"6364","R6364",0
"6365","R6365",0
"6366","R6366",0
"6367","R6367",0
"6368","R6368",0
"6369","R6369",0
"6370","R6370",0
"6371","R6371",0
"6372","R6372",0
"6373","R6373",0
"6374","R6374",0
"6375","R6375",0
"6376","R6376",0
"6377","R6377",0
"6378","R6378",0
"6379","R6379",0
"6380","R6380",0
"6381","R6381",0
"6382","R6382",0
"6383","R6383",0
"6384","R6384",0
"6385","R6385",0
"6386","R6386",0
"6387","R6387",0
"6388","R6388",0
"6389","R6389",0
"6390","R6390",0
"6391","R6391",0
"6392","R6392",0
"6393","R6393",0
"6394","R6394",0
"6395","R6395",0
"6396","R6396",0
"6397","R6397",0
"6398","R6398",0
"6399","R6399",0
"6400","R6400",0
"6401","R6401",0
"6402","R6402",0
"6403","R6403",0
"6404","R6404",0
"6405","R6405",0
"6406","R6406",0
"6407","R6407",0
"6408","R6408",0
"6409","R6409",0
"6410","R6410",0
"6411","R6411",0
"6412","R6412",0
"6413","R6413",0
"6414","R6414",0
"6415","R6415",0
"6416","R6416",0
"6417","R6417",0
"6418","R6418",0
"6419","R6419",0
"6420","R6420",0
"6421","R6421",0
"6422","R6422",0
"6423","R6423",0
"6424","R6424",0
"6425","R6425",0
"6426","R6426",0
"6427","R6427",0
"6428","R6428",0
"6429","R6429",0
"6430","R6430",0
"6431","R6431",0
"6432","R6432",0
"6433","R6433",0
"6434","R6434",0
"6435","R6435",0
"6436","R6436",0
"6437","R6437",0
"6438","R6438",0
"6439","R6439",0
"6440","R6440",0
"6441","R6441",0
"6442","R6442",0
"6443","R6443",0
"6444","R6444",0
"6445","R6445",0
"6446","R6446",0
"6447","R6447",0
"6448","R6448",0
"6449","R6449",0
"6450","R6450",0
"6451","R6451",0
"6452","R6452",0
"6453","R6453",0
"6454","R6454",0
"6455","R6455",0
"6456","R6456",0
"6457","R6457",0
"6458","R6458",0
"6459","R6459",0
"6460","R6460",0
"6461","R6461",0
"6462","R6462",0
"6463","R6463",0
"6464","R6464",0
"6465","R6465",0
"6466","R6466",0
"6467","R6467",0
"6468","R6468",0
"6469","R6469",0
"6470","R6470",0
"6471","R6471",0
"6472","R6472",0
"6473","R6473",0
"6474","R6474",0
"6475","R6475",0
"6476","R6476",0
"6477","R6477",0
"6478","R6478",0
"6479","R6479",0
"6480","R6480",0
"6481","R6481",0
"6482","R6482",0
"6483","R6483",0
"6484","R6484",0
"6485","R6485",0
"6486","R6486",0
"6487","R6487",0
"6488","R6488",0
"6489","R6489",0
"6490","R6490",0
"6491","R6491",0
"6492","R6492",0
"6493","R6493",0
"6494","R6494",0
"6495","R6495",0
"6496","R6496",0
"6497","R6497",0
"6498","R6498",0
"6499","R6499",0
"6500","R6500",0
"6501","R6501",0
"6502","R6502",0
"6503","R6503",0
"6504","R6504",0
"6505","R6505",0
"6506","R6506",0
"6507","R6507",0
"6508","R6508",0
"6509","R6509",0
"6510","R6510",0
"6511","R6511",0
"6512","R6512",0
"6513","R6513",0
"6514","R6514",0
"6515","R6515",0
"6516","R6516",0
"6517","R6517",0
"6518","R6518",0
"6519","R6519",0
"6520","R6520",0
"6521","R6521",0
"6522","R6522",0
"6523","R6523",0
"6524","R6524",0
"6525","R6525",0
"6526","R6526",0
"6527","R6527",0
"6528","R6528",0
"6529","R6529",0
"6530","R6530",0
"6531","R6531",0
"6532","R6532",0
"6533","R6533",0
"6534","R6534",0
"6535","R6535",0
"6536","R6536",0
"6537","R6537",0
"6538","R6538",0
"6539","R6539",0
"6540","R6540",0
"6541","R6541",0
"6542","R6542",0
"6543","R6543",0
"6544","R6544",0
"6545","R6545",0
"6546","R6546",0
"6547","R6547",0
"6548","R6548",0
"6549","R6549",0
"6550","R6550",0
"6551","R6551",0
"6552","R6552",0
"6553","R6553",0
"6554","R6554",0
"6555","R6555",0
"6556","R6556",0
"6557","R6557",0
"6558","R6558",0
"6559","R6559",0
"6560","R6560",0
"6561","R6561",0
"6562","R6562",0
"6563","R6563",0
"6564","R6564",0
"6565","R6565",0
"6566","R6566",0
"6567","R6567",0
"6568","R6568",0
"6569","R6569",0
"6570","R6570",0
"6571","R6571",0
"6572","R6572",0
"6573","R6573",0
"6574","R6574",0
"6575","R6575",0
"6576","R6576",0
"6577","R6577",0
"6578","R6578",0
"6579","R6579",0
"6580","R6580",0
"6581","R6581",0
"6582","R6582",0
"6583","R6583",0
"6584","R6584",0
"6585","R6585",0
"6586","R6586",0
"6587","R6587",0
"6588","R6588",0
"6589","R6589",0
"6590","R6590",0
"6591","R6591",0
"6592","R6592",0
"6593","R6593",0
"6594","R6594",0
"6595","R6595",0
"6596","R6596",0
"6597","R6597",0
"6598","R6598",0
"6599","R6599",0
"6600","R6600",0
"6601","R6601",0
"6602","R6602",0
"6603","R6603",0
"6604","R6604",0
"6605","R6605",0
"6606","R6606",0
"6607","R6607",0
"6608","R6608",0
"6609","R6609",0
"6610","R6610",0
"6611","R6611",0
"6612","R6612",0
"6613","R6613",0
"6614","R6614",0
"6615","R6615",0
"6616","R6616",0
"6617","R6617",0
"6618","R6618",0
"6619","R6619",0
"6620","R6620",0
"6621","R6621",0
"6622","R6622",0
"6623","R6623",0
"6624","R6624",0
"6625","R6625",0
"6626","R6626",0
"6627","R6627",0
"6628","R6628",0
"6629","R6629",0
"6630","R6630",0
"6631","R6631",0
"6632","R6632",0
"6633","R6633",0
"6634","R6634",0
"6635","R6635",0
"6636","R6636",0
"6637","R6637",0
"6638","R6638",0
"6639","R6639",0
"6640","R6640",0
"6641","R6641",0
"6642","R6642",0
"6643","R6643",0
"6644","R6644",0
"6645","R6645",0
"6646","R6646",0
"6647","R6647",0
"6648","R6648",0
"6649","R6649",0
"6650","R6650",0
"6651","R6651",0
"6652","R6652",0
"6653","R6653",0
"6654","R6654",0
"6655","R6655",0
"6656","R6656",0
"6657","R6657",0
"6658","R6658",0
"6659","R6659",0
"6660","R6660",0
"6661","R6661",0
"6662","R6662",0
"6663","R6663",0
"6664","R6664",0
"6665","R6665",0
"6666","R6666",0
"6667","R6667",0
"6668","R6668",0
"6669","R6669",0
"6670","R6670",0
"6671","R6671",0
"6672","R6672",0
"6673","R6673",0
"6674","R6674",0
"6675","R6675",0
"6676","R6676",0
"6677","R6677",0
"6678","R6678",0
"6679","R6679",0
"6680","R6680",0
"6681","R6681",0
"6682","R6682",0
"6683","R6683",0
"6684","R6684",0
"6685","R6685",0
"6686","R6686",0
"6687","R6687",0
"6688","R6688",0
"6689","R6689",0
"6690","R6690",0
"6691","R6691",0
"6692","R6692",0
"6693","R6693",0
"6694","R6694",0
"6695","R6695",0
"6696","R6696",0
"6697","R6697",0
"6698","R6698",0
"6699","R6699",0
"6700","R6700",0
"6701","R6701",0
"6702","R6702",0
"6703","R6703",0
"6704","R6704",0
"6705","R6705",0
"6706","R6706",0
"6707","R6707",0
"6708","R6708",0
"6709","R6709",0
"6710","R6710",0
"6711","R6711",0
"6712","R6712",0
"6713","R6713",0
"6714","R6714",0
"6715","R6715",0
"6716","R6716",0
"6717","R6717",0
"6718","R6718",0
"6719","R6719",0
"6720","R6720",0
"6721","R6721",0
"6722","R6722",0
"6723","R6723",0
"6724","R6724",0
"6725","R6725",0
"6726","R6726",0
"6727","R6727",0
"6728","R6728",0
"6729","R6729",0
"6730","R6730",0
"6731","R6731",0
"6732","R6732",0
"6733","R6733",0
"6734","R6734",0
"6735","R6735",0
"6736","R6736",0
"6737","R6737",0
"6738","R6738",0
"6739","R6739",0
"6740","R6740",0
"6741","R6741",0
"6742","R6742",0
"6743","R6743",0
"6744","R6744",0
"6745","R6745",0
"6746","R6746",0
"6747","R6747",0
"6748","R6748",0
"6749","R6749",0
"6750","R6750",0
"6751","R6751",0
"6752","R6752",0
"6753","R6753",0
"6754","R6754",0
"6755","R6755",0
"6756","R6756",0
"6757","R6757",0
"6758","R6758",0
"6759","R6759",0
"6760","R6760",0
"6761","R6761",0
"6762","R6762",0
"6763","R6763",0
"6764","R6764",0
"6765","R6765",0
"6766","R6766",0
"6767","R6767",0
"6768","R6768",0
"6769","R6769",0
"6770","R6770",0
"6771","R6771",0
"6772","R6772",0
"6773","R6773",0
"6774","R6774",0
"6775","R6775",0
"6776","R6776",0
"6777","R6777",0
"6778","R6778",0
"6779","R6779",0
"6780","R6780",0
"6781","R6781",0
"6782","R6782",0
"6783","R6783",0
"6784","R6784",0
"6785","R6785",0
"6786","R6786",1
"6787","R6787",0
"6788","R6788",0
"6789","R6789",0
"6790","R6790",0
"6791","R6791",0
"6792","R6792",0
"6793","R6793",0
"6794","R6794",0
"6795","R6795",0
"6796","R6796",0
"6797","R6797",0
"6798","R6798",0
"6799","R6799",0
"6800","R6800",0
"6801","R6801",0
"6802","R6802",0
"6803","R6803",0
"6804","R6804",0
"6805","R6805",0
"6806","R6806",0
"6807","R6807",0
"6808","R6808",0
"6809","R6809",0
"6810","R6810",0
"6811","R6811",0
"6812","R6812",0
"6813","R6813",0
"6814","R6814",0
"6815","R6815",0
"6816","R6816",0
"6817","R6817",0
"6818","R6818",0
"6819","R6819",0
"6820","R6820",0
"6821","R6821",0
"6822","R6822",0
"6823","R6823",0
"6824","R6824",0
"6825","R6825",0
"6826","R6826",0
"6827","R6827",0
"6828","R6828",0
"6829","R6829",0
"6830","R6830",0
"6831","R6831",0
"6832","R6832",0
"6833","R6833",0
"6834","R6834",0
"6835","R6835",0
"6836","R6836",0
"6837","R6837",0
"6838","R6838",0
"6839","R6839",0
"6840","R6840",0
"6841","R6841",0
"6842","R6842",0
"6843","R6843",0
"6844","R6844",0
"6845","R6845",0
"6846","R6846",0
"6847","R6847",0
"6848","R6848",0
"6849","R6849",0
"6850","R6850",0
"6851","R6851",0
"6852","R6852",0
"6853","R6853",0
"6854","R6854",0
"6855","R6855",0
"6856","R6856",0
"6857","R6857",0
"6858","R6858",0
"6859","R6859",0
"6860","R6860",0
"6861","R6861",0
"6862","R6862",0
"6863","R6863",0
"6864","R6864",0
"6865","R6865",0
"6866","R6866",0
"6867","R6867",0
"6868","R6868",0
"6869","R6869",0
"6870","R6870",0
"6871","R6871",0
"6872","R6872",0
"6873","R6873",0
"6874","R6874",0
"6875","R6875",0
"6876","R6876",0
"6877","R6877",0
"6878","R6878",0
"6879","R6879",0
"6880","R6880",0
"6881","R6881",0
"6882","R6882",0
"6883","R6883",0
"6884","R6884",0
"6885","R6885",0
"6886","R6886",0
"6887","R6887",0
"6888","R6888",0
"6889","R6889",0
"6890","R6890",0
"6891","R6891",0
"6892","R6892",0
"6893","R6893",0
"6894","R6894",0
"6895","R6895",0
"6896","R6896",0
"6897","R6897",0
"6898","R6898",0
"6899","R6899",0
"6900","R6900",0
"6901","R6901",0
"6902","R6902",0
"6903","R6903",0
"6904","R6904",0
"6905","R6905",0
"6906","R6906",0
"6907","R6907",0
"6908","R6908",0
"6909","R6909",0
"6910","R6910",0
"6911","R6911",0
"6912","R6912",0
"6913","R6913",0
"6914","R6914",0
"6915","R6915",0
"6916","R6916",0
"6917","R6917",0
"6918","R6918",0
"6919","R6919",0
"6920","R6920",0
"6921","R6921",0
"6922","R6922",0
"6923","R6923",0
"6924","R6924",0
"6925","R6925",0
"6926","R6926",0
"6927","R6927",0
"6928","R6928",0
"6929","R6929",0
"6930","R6930",0
"6931","R6931",0
"6932","R6932",0
"6933","R6933",0
"6934","R6934",0
"6935","R6935",0
"6936","R6936",0
"6937","R6937",0
"6938","R6938",0
"6939","R6939",0
"6940","R6940",0
"6941","R6941",0
"6942","R6942",0
"6943","R6943",0
"6944","R6944",0
"6945","R6945",0
"6946","R6946",0
"6947","R6947",0
"6948","R6948",0
"6949","R6949",0
"6950","R6950",0
"6951","R6951",0
"6952","R6952",0
"6953","R6953",0
"6954","R6954",0
"6955","R6955",0
"6956","R6956",0
"6957","R6957",0
"6958","R6958",0
"6959","R6959",0
"6960","R6960",0
"6961","R6961",0
"6962","R6962",0
"6963","R6963",0
"6964","R6964",0
"6965","R6965",0
"6966","R6966",0
"6967","R6967",0
"6968","R6968",0
"6969","R6969",0
"6970","R6970",0
"6971","R6971",0
"6972","R6972",0
"6973","R6973",0
"6974","R6974",0
"6975","R6975",0
"6976","R6976",0
"6977","R6977",0
"6978","R6978",0
"6979","R6979",0
"6980","R6980",0
"6981","R6981",0
"6982","R6982",0
"6983","R6983",0
"6984","R6984",0
"6985","R6985",0
"6986","R6986",0
"6987","R6987",0
"6988","R6988",0
"6989","R6989",0
"6990","R6990",0
"6991","R6991",0
"6992","R6992",0
"6993","R6993",0
"6994","R6994",0
"6995","R6995",0
"6996","R6996",0
"6997","R6997",0
"6998","R6998",0
"6999","R6999",0
"7000","R7000",0
"7001","R7001",0
"7002","R7002",0
"7003","R7003",0
"7004","R7004",0
"7005","R7005",0
"7006","R7006",0
"7007","R7007",0
"7008","R7008",0
"7009","R7009",0
"7010","R7010",0
"7011","R7011",0
"7012","R7012",0
"7013","R7013",0
"7014","R7014",0
"7015","R7015",0
"7016","R7016",0
"7017","R7017",0
"7018","R7018",0
"7019","R7019",0
"7020","R7020",0
"7021","R7021",0
"7022","R7022",0
"7023","R7023",0
"7024","R7024",0
"7025","R7025",0
"7026","R7026",0
"7027","R7027",0
"7028","R7028",0
"7029","R7029",0
"7030","R7030",0
"7031","R7031",0
"7032","R7032",0
"7033","R7033",0
"7034","R7034",0
"7035","R7035",0
"7036","R7036",0
"7037","R7037",0
"7038","R7038",0
"7039","R7039",0
"7040","R7040",0
"7041","R7041",0
"7042","R7042",0
"7043","R7043",0
"7044","R7044",0
"7045","R7045",0
"7046","R7046",0
"7047","R7047",0
"7048","R7048",0
"7049","R7049",0
"7050","R7050",0
"7051","R7051",0
"7052","R7052",0
"7053","R7053",0
"7054","R7054",0
"7055","R7055",0
"7056","R7056",0
"7057","R7057",0
"7058","R7058",0
"7059","R7059",0
"7060","R7060",0
"7061","R7061",0
"7062","R7062",0
"7063","R7063",0
"7064","R7064",0
"7065","R7065",0
"7066","R7066",0
"7067","R7067",0
"7068","R7068",0
"7069","R7069",0
"7070","R7070",0
"7071","R7071",0
"7072","R7072",0
"7073","R7073",0
"7074","R7074",0
"7075","R7075",0
"7076","R7076",0
"7077","R7077",0
"7078","R7078",0
"7079","R7079",0
"7080","R7080",0
"7081","R7081",0
"7082","R7082",0
"7083","R7083",0
"7084","R7084",0
"7085","R7085",0
"7086","R7086",0
"7087","R7087",0
"7088","R7088",0
"7089","R7089",0
"7090","R7090",0
"7091","R7091",0
"7092","R7092",0
"7093","R7093",0
"7094","R7094",0
"7095","R7095",0
"7096","R7096",0
"7097","R7097",0
"7098","R7098",0
"7099","R7099",0
"7100","R7100",0
"7101","R7101",0
"7102","R7102",0
"7103","R7103",0
"7104","R7104",0
"7105","R7105",0
"7106","R7106",0
"7107","R7107",0
"7108","R7108",0
"7109","R7109",0
"7110","R7110",0
"7111","R7111",0
"7112","R7112",0
"7113","R7113",0
"7114","R7114",0
"7115","R7115",0
"7116","R7116",0
"7117","R7117",0
"7118","R7118",0
"7119","R7119",0
"7120","R7120",0
"7121","R7121",0
"7122","R7122",0
"7123","R7123",0
"7124","R7124",0
"7125","R7125",0
"7126","R7126",0
"7127","R7127",0
"7128","R7128",0
"7129","R7129",0
"7130","R7130",0
"7131","R7131",0
"7132","R7132",0
"7133","R7133",0
"7134","R7134",0
"7135","R7135",0
"7136","R7136",0
"7137","R7137",0
"7138","R7138",0
"7139","R7139",0
"7140","R7140",0
"7141","R7141",0
"7142","R7142",0
"7143","R7143",0
"7144","R7144",0
"7145","R7145",0
"7146","R7146",0
"7147","R7147",0
"7148","R7148",0
"7149","R7149",0
"7150","R7150",0
"7151","R7151",0
"7152","R7152",0
"7153","R7153",0
"7154","R7154",0
"7155","R7155",0
"7156","R7156",0
"7157","R7157",0
"7158","R7158",0
"7159","R7159",0
"7160","R7160",0
"7161","R7161",0
"7162","R7162",0
"7163","R7163",0
"7164","R7164",0
"7165","R7165",0
"7166","R7166",0
"7167","R7167",0
"7168","R7168",0
"7169","R7169",0
"7170","R7170",0
"7171","R7171",0
"7172","R7172",0
"7173","R7173",0
"7174","R7174",0
"7175","R7175",0
"7176","R7176",0
"7177","R7177",0
"7178","R7178",0
"7179","R7179",0
"7180","R7180",0
"7181","R7181",0
"7182","R7182",0
"7183","R7183",0
"7184","R7184",0
"7185","R7185",0
"7186","R7186",0
"7187","R7187",0
"7188","R7188",0
"7189","R7189",0
"7190","R7190",0
"7191","R7191",0
"7192","R7192",0
"7193","R7193",0
"7194","R7194",0
"7195","R7195",0
"7196","R7196",0
"7197","R7197",0
"7198","R7198",0
"7199","R7199",0
"7200","R7200",0
"7201","R7201",0
"7202","R7202",0
"7203","R7203",0
"7204","R7204",0
"7205","R7205",0
"7206","R7206",0
"7207","R7207",0
"7208","R7208",0
"7209","R7209",0
"7210","R7210",0
"7211","R7211",0
"7212","R7212",0
"7213","R7213",0
"7214","R7214",0
"7215","R7215",0
"7216","R7216",0
"7217","R7217",0
"7218","R7218",0
"7219","R7219",0
"7220","R7220",0
"7221","R7221",0
"7222","R7222",0
"7223","R7223",0
"7224","R7224",0
"7225","R7225",0
"7226","R7226",0
"7227","R7227",0
"7228","R7228",0
"7229","R7229",0
"7230","R7230",0
"7231","R7231",0
"7232","R7232",0
"7233","R7233",0
"7234","R7234",0
"7235","R7235",0
"7236","R7236",0
"7237","R7237",0
"7238","R7238",0
"7239","R7239",0
"7240","R7240",0
"7241","R7241",0
"7242","R7242",0
"7243","R7243",0
"7244","R7244",0
"7245","R7245",0
"7246","R7246",0
"7247","R7247",0
"7248","R7248",0
"7249","R7249",0
"7250","R7250",0
"7251","R7251",0
"7252","R7252",0
"7253","R7253",0
"7254","R7254",0
"7255","R7255",0
"7256","R7256",0
"7257","R7257",0
"7258","R7258",0
"7259","R7259",0
"7260","R7260",0
"7261","R7261",0
"7262","R7262",0
"7263","R7263",0
"7264","R7264",0
"7265","R7265",0
"7266","R7266",0
"7267","R7267",0
"7268","R7268",0
"7269","R7269",0
"7270","R7270",0
"7271","R7271",0
"7272","R7272",0
"7273","R7273",0
"7274","R7274",0
"7275","R7275",0
"7276","R7276",0
"7277","R7277",0
"7278","R7278",0
"7279","R7279",0
"7280","R7280",0
"7281","R7281",0
"7282","R7282",0
"7283","R7283",0
"7284","R7284",0
"7285","R7285",0
"7286","R7286",0
"7287","R7287",0
"7288","R7288",0
"7289","R7289",0
"7290","R7290",0
"7291","R7291",0
"7292","R7292",0
"7293","R7293",0
"7294","R7294",0
"7295","R7295",0
"7296","R7296",0
"7297","R7297",0
"7298","R7298",0
"7299","R7299",0
"7300","R7300",0
"7301","R7301",0
"7302","R7302",0
"7303","R7303",0
"7304","R7304",0
"7305","R7305",0
"7306","R7306",0
"7307","R7307",0
"7308","R7308",0
"7309","R7309",0
"7310","R7310",0
"7311","R7311",0
"7312","R7312",0
"7313","R7313",0
"7314","R7314",0
"7315","R7315",0
"7316","R7316",0
"7317","R7317",0
"7318","R7318",0
"7319","R7319",0
"7320","R7320",0
"7321","R7321",0
"7322","R7322",0
"7323","R7323",0
"7324","R7324",0
"7325","R7325",0
"7326","R7326",0
"7327","R7327",0
"7328","R7328",0
"7329","R7329",0
"7330","R7330",0
"7331","R7331",0
"7332","R7332",0
"7333","R7333",0
"7334","R7334",0
"7335","R7335",0
"7336","R7336",0
"7337","R7337",0
"7338","R7338",0
"7339","R7339",0
"7340","R7340",0
"7341","R7341",0
"7342","R7342",0
"7343","R7343",0
"7344","R7344",0
"7345","R7345",0
"7346","R7346",0
"7347","R7347",0
"7348","R7348",0
"7349","R7349",0
"7350","R7350",0
"7351","R7351",0
"7352","R7352",0
"7353","R7353",0
"7354","R7354",0
"7355","R7355",0
"7356","R7356",0
"7357","R7357",0
"7358","R7358",0
"7359","R7359",0
"7360","R7360",0
"7361","R7361",0
"7362","R7362",0
"7363","R7363",0
"7364","R7364",0
"7365","R7365",0
"7366","R7366",0
"7367","R7367",0
"7368","R7368",0
"7369","R7369",0
"7370","R7370",0
"7371","R7371",0
"7372","R7372",0
"7373","R7373",0
"7374","R7374",0
"7375","R7375",0
"7376","R7376",0
"7377","R7377",0
"7378","R7378",0
"7379","R7379",0
"7380","R7380",0
"7381","R7381",0
"7382","R7382",0
"7383","R7383",0
"7384","R7384",0
"7385","R7385",0
"7386","R7386",0
"7387","R7387",0
"7388","R7388",0
"7389","R7389",0
"7390","R7390",0
"7391","R7391",0
"7392","R7392",0
"7393","R7393",0
"7394","R7394",0
"7395","R7395",0
"7396","R7396",0
"7397","R7397",0
"7398","R7398",0
"7399","R7399",0
"7400","R7400",0
"7401","R7401",0
"7402","R7402",0
"7403","R7403",0
"7404","R7404",0
"7405","R7405",0
"7406","R7406",0
"7407","R7407",0
"7408","R7408",0
"7409","R7409",0
"7410","R7410",0
"7411","R7411",0
"7412","R7412",0
"7413","R7413",0
"7414","R7414",0
"7415","R7415",0
"7416","R7416",0
"7417","R7417",0
"7418","R7418",0
"7419","R7419",0
"7420","R7420",0
"7421","R7421",0
"7422","R7422",0
"7423","R7423",0
"7424","R7424",0
"7425","R7425",0
"7426","R7426",0
"7427","R7427",0
"7428","R7428",0
"7429","R7429",0
"7430","R7430",0
"7431","R7431",0
"7432","R7432",0
"7433","R7433",0
"7434","R7434",0
"7435","R7435",0
"7436","R7436",0
"7437","R7437",0
"7438","R7438",0
"7439","R7439",0
"7440","R7440",0
"7441","R7441",0
"7442","R7442",0
"7443","R7443",0
"7444","R7444",0
"7445","R7445",0
"7446","R7446",0
"7447","R7447",0
"7448","R7448",0
"7449","R7449",0
"7450","R7450",0
"7451","R7451",0
"7452","R7452",0
"7453","R7453",0
"7454","R7454",0
"7455","R7455",0
"7456","R7456",0
"7457","R7457",0
"7458","R7458",0
"7459","R7459",0
"7460","R7460",0
"7461","R7461",0
"7462","R7462",0
"7463","R7463",0
"7464","R7464",0
"7465","R7465",0
"7466","R7466",0
"7467","R7467",0
"7468","R7468",0
"7469","R7469",0
"7470","R7470",0
"7471","R7471",0
"7472","R7472",0
"7473","R7473",0
"7474","R7474",0
"7475","R7475",0
"7476","R7476",0
"7477","R7477",0
"7478","R7478",0
"7479","R7479",0
"7480","R7480",0
"7481","R7481",0
"7482","R7482",0
"7483","R7483",0
"7484","R7484",0
"7485","R7485",0
"7486","R7486",0
"7487","R7487",0
"7488","R7488",0
"7489","R7489",0
"7490","R7490",0
"7491","R7491",0
"7492","R7492",0
"7493","R7493",0
"7494","R7494",0
"7495","R7495",0
"7496","R7496",0
"7497","R7497",0
"7498","R7498",0
"7499","R7499",0
"7500","R7500",0
"7501","R7501",0
"7502","R7502",0
"7503","R7503",0
"7504","R7504",0
"7505","R7505",0
"7506","R7506",0
"7507","R7507",0
"7508","R7508",0
"7509","R7509",0
"7510","R7510",0
"7511","R7511",0
"7512","R7512",0
"7513","R7513",0
"7514","R7514",0
"7515","R7515",0
"7516","R7516",0
"7517","R7517",0
"7518","R7518",0
"7519","R7519",0
"7520","R7520",0
"7521","R7521",0
"7522","R7522",0
"7523","R7523",0
"7524","R7524",0
"7525","R7525",0
"7526","R7526",0
"7527","R7527",0
"7528","R7528",0
"7529","R7529",0
"7530","R7530",0
"7531","R7531",0
"7532","R7532",0
"7533","R7533",0
"7534","R7534",0
"7535","R7535",0
"7536","R7536",0
"7537","R7537",0
"7538","R7538",0
"7539","R7539",0
"7540","R7540",0
"7541","R7541",0
"7542","R7542",0
"7543","R7543",0
"7544","R7544",0
"7545","R7545",0
"7546","R7546",0
"7547","R7547",0
"7548","R7548",0
"7549","R7549",0
"7550","R7550",0
"7551","R7551",0
"7552","R7552",0
"7553","R7553",0
"7554","R7554",0
"7555","R7555",0
"7556","R7556",0
"7557","R7557",0
"7558","R7558",0
"7559","R7559",0
"7560","R7560",0
"7561","R7561",0
"7562","R7562",0
"7563","R7563",0
"7564","R7564",0
"7565","R7565",0
"7566","R7566",0
"7567","R7567",0
"7568","R7568",0
"7569","R7569",0
"7570","R7570",0
"7571","R7571",0
"7572","R7572",0
